Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Max Heart Rate,Relative Effort,Filename,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Max Cadence,Average Cadence,Average Heart Rate,Calories,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Precipitation Probability,Cloud Cover,Weather Visibility,UV Index,Average Elapsed Speed,Dirt Distance,Total Steps,Average Grade Adjusted Pace,temperature_2m,relative_humidity_2m,wind_speed_10m,workout_style
15153045680,2025-07-18 17:09:04,Afternoon Run,Run,,1804,165.0,24.0,activities/16180814076.fit.gz,1804.0,3593.7,2.767,1.992,53.9,119.0,25.3,37.8,8.4,0.1,79.0,70.0,150.0,256.0,3675.4,1752829184.0,1.0,32.0,33.5,22.7,0.58,1005.6,3.1,6.4,206.0,0.0,1752793472.0,1752837376.0,0.75,0.52,0.35,28456.0,3.0,1.992,117.5,4194.0,2.037,,,,Steady State
15095649148,2025-07-13 08:13:25,Morning Run,Run,,12206,195.0,404.0,activities/16117945498.fit.gz,12006.0,21004.3,4.54,1.749,285.3,2532.0,-2.2,11.0,37.5,0.0,115.0,70.0,175.0,1858.0,21824.2,1752364800.0,5.0,29.5,31.4,25.9,0.81,1006.8,1.1,2.8,138.0,0.4,1752356992.0,1752405376.0,0.625,0.75,0.99,17922.0,2.0,1.721,0.0,27514.0,1.818,,,,Steady State
14931138715,2025-06-27 19:01:26,Evening Run,Run,,1081,197.0,33.0,activities/15937009806.fit.gz,1081.0,3012.0,3.567,2.786,0.0,99.0,12.0,12.8,0.8,0.0,82.0,75.0,171.0,193.0,3012.8,1751021952.0,3.0,29.8,31.1,24.3,0.72,1008.0,2.5,5.2,156.0,0.0,1750978944.0,1751022848.0,0.125,0.52,0.73,27576.0,0.0,2.786,0.0,2692.0,2.787,,,,Steady State
14889294745,2025-06-23 17:53:53,Afternoon Run,Run,,1743,163.0,12.0,activities/15891655555.fit.gz,1506.0,2932.1,2.63,1.947,43.8,55.0,18.3,37.7,14.9,0.6,79.0,70.0,143.0,192.0,3062.5,1750669184.0,3.0,30.8,31.3,23.7,0.66,1006.8,2.7,4.5,209.0,0.0,1750633216.0,1750677248.0,0.875,0.38,0.99,28943.0,2.0,1.682,1211.6,3500.0,2.034,31.4,60,7.1,Steady State
14858833411,2025-06-20 18:29:04,Evening Run,Run,400 × 6,1338,208.0,28.0,activities/15858462155.fit.gz,613.0,2560.9,6.5,4.178,32.1,46.0,13.6,20.6,5.0,0.1,91.0,75.0,183.0,123.0,2608.7,1750413568.0,3.0,29.8,30.8,24.0,0.71,1009.0,2.2,3.2,239.0,0.3,1750374016.0,1750417920.0,0.875,0.63,1.0,26174.0,1.0,1.914,0.0,1512.0,4.256,28.6,74,7.4,Interval
14834594786,2025-06-18 09:58:12,Morning Run,Run,,2412,165.0,22.0,activities/15832169020.fit.gz,2383.0,4720.4,4.94,1.981,58.2,173.0,13.7,37.7,16.7,-0.1,110.0,68.0,147.0,320.0,4863.1,,,,,,,,,,,,,,,,,,,1.957,1490.0,5418.0,2.041,24.5,95,4.5,Steady State
14774416510,2025-06-12 16:23:52,Afternoon Run,Run,,1503,159.0,21.0,activities/15767115387.fit.gz,1503.0,2840.0,3.183,1.89,21.8,75.0,25.9,38.0,6.1,0.0,79.0,72.0,141.0,190.0,2875.0,,,,,,,,,,,,,,,,,,,1.89,1465.9,3606.0,1.913,32.1,62,10.3,Steady State
14693573871,2025-06-04 20:09:14,Base,Run,,1503,161.0,25.0,activities/15679861233.fit.gz,1503.0,2916.7,3.32,1.941,18.9,124.0,7.1,23.7,6.0,-0.1,79.0,75.0,144.0,194.0,2939.7,,,,,,,,,,,,,,,,,,,1.941,173.5,3758.0,1.956,27.7,87,1.1,Steady State
14682911816,2025-06-03 20:33:22,Night run,Run,+5 pull ups per lap,1553,163.0,29.0,activities/15668436045.fit.gz,1465.0,2625.0,2.517,1.792,0.0,84.0,35.4,37.7,4.6,0.0,79.0,74.0,148.0,223.0,2642.5,,,,,,,,,,,,,,,,,,,1.69,2625.0,3664.0,1.804,28.6,79,2.4,Steady State
14640255223,2025-05-30 17:56:17,老了,Run,,967,197.0,55.0,activities/15622512151.fit.gz,967.0,3010.6,5.114,3.113,13.8,147.0,8.1,16.0,4.9,0.0,81.0,74.0,178.0,184.0,3029.9,,,,,,,,,,,,,,,,,,,3.113,0.0,2398.0,3.133,29.1,76,4.9,Steady State
14629579523,2025-05-29 17:48:15,Afternoon Run,Run,,1501,164.0,29.0,activities/15611046154.fit.gz,1429.0,2715.9,2.68,1.901,22.1,77.0,13.0,37.7,7.5,-0.9,120.0,76.0,148.0,214.0,2728.8,,,,,,,,,,,,,,,,,,,1.809,813.1,3708.0,1.91,,,,Steady State
14535045505,2025-05-20 09:02:34,Morning Run,Run,,2711,168.0,60.0,activities/15509396031.fit.gz,2642.0,5144.4,4.063,1.947,26.8,160.0,9.6,37.4,14.4,0.4,81.0,72.0,151.0,368.0,5241.6,,,,,,,,,,,,,,,,,,,1.898,360.0,6278.0,1.984,,,,Steady State
14506444877,2025-05-16 17:47:08,Afternoon Run,Run,,1505,159.0,20.0,activities/15477323739.fit.gz,1427.0,2674.5,3.2,1.874,37.9,104.0,17.8,37.7,15.9,0.0,119.0,70.0,142.0,192.0,2777.1,,,,,,,,,,,,,,,,,,,1.777,890.6,3334.0,1.946,,,,Steady State
14488081133,2025-05-15 18:38:21,Evening Run,Run,,1946,194.0,109.0,activities/15457521617.fit.gz,1946.0,5074.3,3.72,2.608,0.0,255.0,12.0,12.8,1.0,0.0,79.0,76.0,176.0,351.0,5076.5,,,,,,,,,,,,,,,,,,,2.608,0.0,4926.0,2.609,,,,Steady State
14431068960,2025-05-10 10:58:34,Morning Run,Run,,1531,165.0,26.0,activities/15397144526.fit.gz,1413.0,2999.4,10.167,2.123,47.7,908.0,8.2,21.3,15.0,0.0,80.0,75.0,146.0,203.0,3181.3,,,,,,,,,,,,,,,,,,,1.959,0.0,3804.0,2.251,,,,Steady State
14353109617,2025-05-02 18:14:51,Evening Run,Run,,1502,159.0,18.0,activities/15315158289.fit.gz,1502.0,2954.8,3.013,1.967,28.4,85.0,25.6,37.7,6.8,0.1,79.0,74.0,141.0,191.0,3008.2,,,,,,,,,,,,,,,,,,,1.967,1130.7,3666.0,2.003,27.8,84,4.1,Steady State
14321138462,2025-04-28 21:20:01,Night Run,Run,,1200,157.0,17.0,activities/15281723211.fit.gz,1200.0,2495.5,3.42,2.08,11.9,262.0,8.1,15.7,5.9,-0.1,80.0,77.0,141.0,159.0,2512.3,,,,,,,,,,,,,,,,,,,2.08,0.0,3070.0,2.094,24.9,99,1.1,Steady State
14260271972,2025-04-23 16:11:23,Afternoon Run,Run,,2365,179.0,68.0,activities/15218039762.fit.gz,2287.0,5220.9,4.064,2.283,0.0,205.0,9.6,14.5,2.3,-0.1,82.0,72.0,157.0,340.0,5217.4,,,,,,,,,,,,,,,,,,,2.208,0.0,5456.0,2.281,28.7,75,7.2,Steady State
14250305288,2025-04-22 17:44:19,Afternoon Run,Run,,1335,163.0,23.0,activities/15207650054.fit.gz,1201.0,2593.0,7.78,2.159,47.0,472.0,10.6,25.9,40.7,0.0,81.0,76.0,149.0,185.0,2769.7,,,,,,,,,,,,,,,,,,,1.942,0.0,3022.0,2.306,28.7,76,4.0,Steady State
14201853414,2025-04-17 17:21:15,Afternoon Run,Run,,3840,168.0,70.0,activities/15156890493.fit.gz,3436.0,7294.7,6.846,2.123,16.8,143.0,9.6,22.1,20.9,0.1,81.0,72.0,149.0,482.0,7331.5,,,,,,,,,,,,,,,,,,,1.9,362.9,8156.0,2.134,,,,Steady State
14163182169,2025-04-13 16:41:28,Afternoon Run,Run,,3485,175.0,104.0,activities/15116556922.fit.gz,3348.0,7362.9,4.04,2.199,17.4,283.0,9.6,18.9,8.7,0.0,101.0,72.0,159.0,481.0,7389.8,,,,,,,,,,,,,,,,,,,2.113,11.8,7944.0,2.207,27.1,81,2.7,Steady State
14115101430,2025-04-08 17:13:34,Afternoon Run,Run,,2509,183.0,80.0,activities/15066318802.fit.gz,2105.0,5116.5,4.96,2.431,21.7,245.0,7.6,18.9,13.0,-0.1,107.0,72.0,164.0,338.0,5184.3,,,,,,,,,,,,,,,,,,,2.039,557.0,4966.0,2.463,,,,Steady State
14077925930,2025-04-04 21:02:27,Night Run,Run,,1204,170.0,36.0,activities/15027356659.fit.gz,1197.0,2962.9,10.26,2.475,49.9,319.0,10.4,21.2,12.6,-0.2,79.0,76.0,158.0,187.0,3189.9,,,,,,,,,,,,,,,,,,,2.461,0.0,3038.0,2.665,,,,Steady State
14076343406,2025-04-03 16:59:33,Afternoon Run,Run,,1515,165.0,41.0,activities/15025693142.fit.gz,1489.0,3182.6,7.9,2.137,47.4,445.0,8.4,18.7,14.4,-0.1,81.0,77.0,156.0,231.0,3401.6,,,,,,,,,,,,,,,,,,,2.101,0.0,3846.0,2.284,,,,Steady State
14053680947,2025-04-01 20:32:56,Evening Run,Run,,1517,165.0,34.0,activities/15001778020.fit.gz,1517.0,3278.8,2.737,2.161,13.8,140.0,8.2,15.7,4.9,0.0,81.0,77.0,150.0,218.0,3297.8,,,,,,,,,,,,,,,,,,,2.161,0.0,3860.0,2.174,,,,Steady State
13981225876,"Mar 25, 2025, 10:12:06 AM",Evening Run,Run,,2583,166.0,68.0,activities/14924078163.fit.gz,2583.0,5723.0,2.456,2.216,0.0,0.0,0.0,0.0,0.0,0.0,81.0,76.0,154.0,412.0,5723.0,,,,,,,,,,,,,,,,,,,2.216,0.0,6510.0,,,,,Steady State
13954860249,2025-03-22 22:11:30,HR so cooked this shit zone 3 🤡,Run,,1051,161.0,20.0,activities/14895734374.fit.gz,1051.0,2332.8,3.008,2.22,19.0,144.0,8.1,27.4,8.9,0.1,79.0,76.0,147.0,154.0,2367.8,,,,,,,,,,,,,,,,,,,2.22,0.0,2646.0,2.253,25.2,92,5.6,Steady State
13923955246,2025-03-17 19:50:06,Evening Run,Run,,1927,174.0,57.0,activities/14862346007.fit.gz,1927.0,4945.0,3.6,2.566,37.8,212.0,8.2,27.4,8.8,0.0,80.0,76.0,157.0,300.0,5008.0,,,,,,,,,,,,,,,,,,,2.566,0.0,4868.0,2.599,27.6,77,6.9,Steady State
13887801031,2025-03-15 18:22:59,Evening Run,Run,,952,196.0,43.0,activities/14823111938.fit.gz,943.0,3003.1,4.367,3.185,4.4,105.0,12.3,25.0,3.0,-0.3,79.0,75.0,168.0,176.0,3005.7,,,,,,,,,,,,,,,,,,,3.155,682.7,2354.0,3.187,29.4,72,9.6,Steady State
13839114218,2025-03-10 08:37:04,Morning Run,Run,,3206,,,activities/13839114218.gpx,3011.0,8004.1,6.7,2.658,19.8,19.8,11.7,24.9,4.5,-0.1,85.0,77.0,,,8012.5,,,,,,,,,,,,,,,,,,,2.497,1578.9,7644.0,2.661,24.9,97,3.1,Steady State
13834668071,2025-03-07 20:35:40,Evening Run,Run,warmup + 3 × 800,1833,187.0,38.0,activities/14766270166.fit.gz,1018.0,3238.8,4.52,3.182,13.6,52.0,8.2,13.7,9.6,0.0,80.0,75.0,163.0,182.0,3262.0,,,,,,,,,,,,,,,,,,,1.767,0.0,2528.0,3.204,26.6,86,5.4,Interval
13795916279,2025-03-04 21:10:25,Night Run,Run,,905,160.0,10.0,activities/14724252086.fit.gz,905.0,2003.4,2.638,2.214,0.0,64.0,8.2,12.5,2.3,-0.1,79.0,76.0,140.0,120.0,2001.1,,,,,,,,,,,,,,,,,,,2.214,0.0,2274.0,2.211,25.3,99,1.9,Steady State
13757431270,2025-03-01 18:09:45,Evening Run,Run,,2407,,,activities/13757431270.gpx,2178.0,6007.8,5.82,2.758,16.8,16.8,12.0,19.0,4.7,0.0,85.0,77.0,,,6021.4,,,,,,,,,,,,,,,,,,,2.496,1585.4,5576.0,2.765,,,,Steady State
13687167501,2025-02-21 22:12:54,♿️,Run,,1459,156.0,27.0,activities/14606032735.fit.gz,1456.0,3008.9,2.9,2.067,20.5,95.0,7.7,24.6,9.6,0.0,79.0,77.0,146.0,197.0,3045.4,,,,,,,,,,,,,,,,,,,2.062,0.0,3718.0,2.092,,,,Steady State
13668636175,2025-02-19 17:40:38,Afternoon Run,Run,warmup + 280 × 7 interval,1901,193.0,18.0,activities/14585767846.fit.gz,667.0,2490.0,5.467,3.733,42.1,93.0,9.3,17.3,10.4,-0.1,82.0,78.0,155.0,117.0,2686.8,,,,,,,,,,,,,,,,,,,1.31,0.0,1694.0,4.028,,,,Interval
13631696571,2025-02-15 18:03:10,Evening Run,Run,,1156,186.0,40.0,activities/14545297008.fit.gz,970.0,3002.6,4.517,3.095,5.6,114.0,12.3,20.9,7.2,-0.1,81.0,76.0,166.0,174.0,3008.0,,,,,,,,,,,,,,,,,,,2.597,1132.4,2444.0,3.101,,,,Steady State
13599079989,"Feb 11, 2025, 12:15:46 PM",Evening Run,Run,,1389,203.0,46.0,activities/14509671929.fit.gz,1389.0,3999.2,3.35,2.879,0.0,0.0,0.0,0.0,0.0,0.0,79.0,75.0,163.0,244.0,3999.2,,,,,,,,,,,,,,,,,,,2.879,0.0,3492.0,,,,,Steady State
13599079054,2025-02-07 19:52:38,Evening Run,Run,,831,185.0,33.0,activities/14509670799.fit.gz,831.0,2401.7,4.6,2.89,19.1,110.0,8.2,27.4,8.8,0.0,80.0,77.0,163.0,146.0,2433.3,,,,,,,,,,,,,,,,,,,2.89,0.0,2108.0,2.928,,,,Steady State
13538063493,2025-02-04 23:25:17,Night Run,Run,,1508,195.0,62.0,activities/14442828762.fit.gz,1504.0,4131.1,3.74,2.747,5.6,63.0,8.1,12.2,9.1,0.0,105.0,75.0,166.0,264.0,4145.7,,,,,,,,,,,,,,,,,,,2.739,0.0,3778.0,2.756,,,,Steady State
13499648779,2025-01-31 17:50:18,Cooked,Run,,1603,,,activities/13499648779.gpx,1464.0,4005.3,4.0,2.736,8.5,8.5,12.7,19.0,3.5,0.0,85.0,78.0,,,4010.0,,,,,,,,,,,,,,,,,,,2.499,725.6,3796.0,2.739,,,,Steady State
13378876868,2025-01-17 21:22:12,Night Run,Run,,2039,,,activities/13378876868.gpx,2036.0,5459.1,3.72,2.681,8.9,8.9,12.6,15.8,3.7,0.0,85.0,75.0,,,5465.5,,,,,,,,,,,,,,,,,,,2.677,853.3,5142.0,2.684,24.9,90,10.6,Steady State
13360652058,2025-01-15 19:39:28,Evening Run,Run,,1704,,,activities/13360652058.gpx,1701.0,4208.7,6.18,2.474,13.3,13.5,15.0,18.4,3.1,0.0,93.0,76.0,,,4213.2,,,,,,,,,,,,,,,,,,,2.47,0.0,4322.0,,26.1,89,3.9,Steady State
13288304731,2025-01-07 16:31:00,Afternoon Run,Run,,1139,198.0,55.0,activities/14172506175.fit.gz,977.0,3008.7,4.917,3.08,4.2,84.0,13.0,22.9,25.8,0.0,81.0,76.0,179.0,189.0,3034.7,,,,,,,,,,,,,,,,,,,2.642,631.1,2464.0,3.106,30.6,64,10.8,Steady State
13243196522,2025-01-02 11:34:11,Lunch Run,Run,,667,157.0,7.0,activities/14123916926.fit.gz,598.0,2004.3,10.283,3.352,5.7,241.0,12.6,17.1,8.5,0.0,79.0,77.0,141.0,109.0,2019.8,,,,,,,,,,,,,,,,,,,3.005,1429.4,1524.0,3.378,29.7,73,12.0,Steady State
13154761716,2024-12-20 20:17:59,Evening Run,Run,,1353,,,activities/13154761716.gpx,1353.0,4007.3,4.24,2.962,6.2,6.2,12.6,15.8,1.8,0.1,86.0,76.0,,,4013.7,,,,,,,,,,,,,,,,,,,2.962,497.0,3456.0,2.967,25.9,88,1.9,Steady State
13110342219,2024-12-14 08:29:52,Jgl debuff,Run,,785,,,activities/13110342219.gpx,785.0,2505.9,4.7,3.192,34.0,35.9,12.3,19.7,10.7,0.0,85.0,76.0,,,2585.2,,,,,,,,,,,,,,,,,,,3.192,0.0,1974.0,3.293,24.5,97,3.5,Steady State
13068846230,2024-12-08 08:26:23,Morning Run,Run,,821,,,activities/13068846230.gpx,771.0,2553.6,5.925,3.312,33.0,33.0,12.6,19.8,10.4,0.0,89.0,75.0,,,2629.8,,,,,,,,,,,,,,,,,,,3.11,0.0,1918.0,3.411,25.7,93,10.8,Steady State
13029017647,2024-12-02 17:49:30,Afternoon Run,Run,,2149,,,activities/13029017647.gpx,2146.0,6003.8,5.0,2.798,2.4,2.4,9.0,11.7,3.6,0.0,85.0,76.0,,,6013.3,,,,,,,,,,,,,,,,,,,2.794,0.0,5470.0,2.802,27.0,84,2.8,Steady State
12942708406,2024-11-20 18:04:48,Evening Run,Run,,1974,,,activities/12942708406.gpx,1665.0,5012.6,4.26,3.011,5.9,5.9,12.0,18.1,3.9,0.0,,,,,5014.6,1732096768.0,5.0,26.6,27.9,23.9,0.85,1006.0,1.8,4.5,30.0,3.7,1732056576.0,1732099968.0,0.625,0.89,1.0,23036.0,0.0,2.539,1150.2,,3.012,,,,Steady State
12897742011,2024-11-14 18:16:29,Sick :/,Run,,1010,,,activities/12897742011.gpx,1008.0,3039.6,5.6,3.015,45.6,42.3,5.4,17.2,18.6,0.1,,,,,3283.5,1731578368.0,3.0,28.2,29.9,24.6,0.81,1007.3,1.7,4.1,104.0,3.1,1731538048.0,1731581440.0,0.375,0.81,0.82,15440.0,0.0,3.01,273.8,,3.257,,,,Steady State
12850624274,2024-11-08 17:25:54,Afternoon Run,Run,,2157,,,activities/12850624274.gpx,2023.0,5102.9,4.92,2.522,17.6,17.6,10.7,21.9,6.1,0.0,,,,,5123.3,1731056384.0,2.0,30.0,31.4,23.9,0.7,1007.6,2.9,3.9,243.0,0.0,1731019648.0,1731063040.0,0.125,0.82,0.52,25269.0,2.0,2.366,370.3,,2.533,,,,Steady State
12772743123,2024-10-29 20:08:35,Evening Run,Run,,1437,,,activities/12772743123.gpx,1437.0,4206.0,5.774,2.927,13.0,13.0,15.0,18.3,3.8,0.0,,,,,4208.2,1730203136.0,3.0,28.7,30.9,25.1,0.81,1009.3,1.3,2.8,192.0,0.0,1730155648.0,1730199040.0,0.875,0.51,0.99,22982.0,0.0,2.927,0.0,,2.928,,,,Steady State
12745430709,2024-10-26 09:30:00,Washed asf,Run,,5911,,,activities/12745430709.gpx,4419.0,11004.1,4.64,2.49,28.8,28.8,9.5,22.0,35.1,0.0,,,,,11083.2,1729904384.0,3.0,28.4,29.8,25.0,0.82,1010.6,2.5,5.9,234.0,0.0,1729896448.0,1729939840.0,0.875,0.44,0.82,21950.0,2.0,1.862,1688.7,,2.508,,,,Steady State
12699670769,2024-10-20 18:25:23,300×6,Run,,1012,,,activities/12699670769.gpx,445.0,1840.7,6.672,4.136,33.7,33.1,9.8,19.6,20.0,0.1,,,,,2026.3,,,,,,,,,,,,,,,,,,,1.819,0.0,,4.553,,,,Interval
12677122496,2024-10-17 20:21:57,Evening Run,Run,,1915,,,activities/12677122496.gpx,1915.0,5370.8,4.918,2.805,16.3,16.3,15.0,18.3,3.1,0.0,,,,,5375.2,,,,,,,,,,,,,,,,,,,2.805,0.0,,2.807,,,,Steady State
12643605808,2024-10-13 17:44:07,Afternoon Run,Run,,1067,,,activities/12643605808.gpx,1067.0,2653.4,5.548,2.487,49.1,49.1,10.3,19.9,22.5,0.1,,,,,2955.4,,,,,,,,,,,,,,,,,,,2.487,0.0,,2.77,28.4,78,5.4,Steady State
12578286472,2024-10-05 17:24:27,Afternoon Run,Run,,275,,,activities/12578286472.gpx,272.0,874.8,4.54,3.216,11.7,11.7,10.0,17.4,17.9,-0.1,,,,,953.8,,,,,,,,,,,,,,,,,,,3.181,0.0,,3.507,27.6,82,4.4,Steady State
12578052152,2024-10-05 16:48:25,Afternoon Run,Run,,490,,,activities/12578052152.gpx,478.0,1406.3,8.234,2.942,11.9,11.9,11.1,20.6,16.2,-0.3,,,,,1440.4,,,,,,,,,,,,,,,,,,,2.87,146.4,,3.013,26.9,84,4.9,Steady State
12555806131,2024-10-02 19:23:43,Evening Run,Run,,2029,,,activities/12555806131.gpx,2029.0,5409.7,5.97,2.666,16.3,16.3,15.0,18.3,2.6,0.0,,,,,5415.0,,,,,,,,,,,,,,,,,,,2.666,0.0,,2.669,27.1,86,5.2,Steady State
