Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Max Heart Rate,Relative Effort,Filename,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Max Cadence,Average Cadence,Average Heart Rate,Calories,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Precipitation Probability,Cloud Cover,Weather Visibility,UV Index,Average Elapsed Speed,Dirt Distance,Total Steps,Average Grade Adjusted Pace,temperature_2m,relative_humidity_2m,wind_speed_10m,workout_style
17348506754,2026-02-10 17:36:51,Afternoon Run,Run,Warump,841,163.0,5.0,activities/18445219317.fit.gz,730.0,1696.8,3.657,2.324,0.0,6.8,10.5,17.9,10.8,-0.3,91.0,77.0,140.0,102.0,1689.6,,,,,,,,,,,,,,,,,,,2.018,0.0,1870.0,2.315,,,,Steady State
17325787674,2026-02-08 17:29:01,Afternoon Run,Run,,2151,175.0,39.0,activities/18422305688.fit.gz,2076.0,5005.1,6.1,2.411,28.1,29.4,7.7,19.3,13.0,0.0,103.0,77.0,155.0,321.0,5057.0,,,,,,,,,,,,,,,,,,,2.327,0.0,5238.0,2.436,30.2,57,15.2,Steady State
17305921522,2026-02-06 19:46:12,Evening Run,Run,Tempo,962,187.0,36.0,activities/18402221431.fit.gz,928.0,3009.6,4.188,3.243,9.5,5.4,9.3,16.4,4.3,0.2,79.0,76.0,172.0,170.0,3031.3,,,,,,,,,,,,,,,,,,,3.128,0.0,2344.0,3.266,28.0,67,7.6,Steady State
17305921663,2026-02-06 19:34:41,Evening Run,Run,Warmup,529,145.0,1.0,activities/18402221551.fit.gz,472.0,1074.5,2.867,2.276,3.5,9.9,10.2,17.7,4.1,-0.7,81.0,77.0,130.0,60.0,1063.1,,,,,,,,,,,,,,,,,,,2.031,0.0,1192.0,2.252,28.0,67,7.6,Steady State
17271603400,2026-02-03 20:52:26,Evening Run,Run,400 × 6,1148,187.0,18.0,activities/18367680578.fit.gz,588.0,2409.0,5.633,4.097,2.6,0.0,9.3,12.0,3.0,0.1,114.0,79.0,166.0,106.0,2414.3,,,,,,,,,,,,,,,,,,,2.098,0.0,1540.0,4.106,26.5,73,9.5,Interval
17271603388,2026-02-03 20:35:41,Evening Run,Run,Warmup,764,154.0,4.0,activities/18367680450.fit.gz,731.0,1652.8,2.98,2.261,0.0,7.4,10.2,18.4,4.5,-0.5,79.0,76.0,139.0,103.0,1639.1,,,,,,,,,,,,,,,,,,,2.163,0.0,1900.0,2.242,26.5,73,9.5,Steady State
17244456498,2026-02-01 08:22:40,Morning Run,Run,,3956,182.0,112.0,activities/18340240505.fit.gz,3704.0,9002.7,4.06,2.431,27.3,25.2,4.2,19.4,38.7,0.0,81.0,77.0,165.0,598.0,9082.1,,,,,,,,,,,,,,,,,,,2.276,580.1,9406.0,2.452,24.3,89,8.5,Steady State
17216292777,2026-01-29 20:20:37,Evening Run,Run,Sore tempo,967,187.0,32.0,activities/18311872369.fit.gz,946.0,3003.8,5.25,3.175,13.1,9.2,13.1,19.7,2.7,0.1,79.0,76.0,167.0,168.0,3015.6,,,,,,,,,,,,,,,,,,,3.106,0.0,2392.0,3.188,,,,Steady State
17169269496,2026-01-25 17:18:15,Afternoon Run,Run,,2409,167.0,34.0,activities/18264508306.fit.gz,2271.0,5409.3,4.84,2.382,12.1,15.4,8.4,17.9,4.5,-0.1,80.0,77.0,150.0,330.0,5426.3,,,,,,,,,,,,,,,,,,,2.245,400.4,5774.0,2.389,,,,Steady State
17147688408,2026-01-23 17:29:02,Afternoon Run,Run,400 × 6,1094,195.0,22.0,activities/18242756329.fit.gz,611.0,2398.9,5.3,3.926,2.6,2.6,9.3,12.0,3.4,0.0,82.0,79.0,169.0,114.0,2402.1,,,,,,,,,,,,,,,,,,,2.193,0.0,1572.0,3.931,,,,Interval
17147688393,2026-01-23 17:17:54,Afternoon Run,Run,Warmup,577,148.0,2.0,activities/18242756312.fit.gz,506.0,1229.9,3.34,2.431,3.1,9.5,10.2,17.7,3.7,-0.6,79.0,77.0,136.0,71.0,1217.0,,,,,,,,,,,,,,,,,,,2.132,0.0,1280.0,2.405,,,,Steady State
17124778725,2026-01-21 16:50:18,Afternoon Run,Run,,1009,193.0,34.0,activities/18219661460.fit.gz,882.0,3003.3,5.411,3.405,5.1,4.8,12.0,17.7,3.2,0.0,80.0,77.0,170.0,162.0,3011.4,,,,,,,,,,,,,,,,,,,2.977,433.8,2238.0,3.414,,,,Steady State
17065093867,2026-01-16 08:26:22,Morning Run,Run,,1853,174.0,41.0,activities/18159401979.fit.gz,1806.0,4487.6,4.583,2.485,19.3,20.9,9.3,21.6,23.9,-0.1,81.0,76.0,158.0,282.0,4518.9,,,,,,,,,,,,,,,,,,,2.422,0.0,4576.0,2.502,,,,Steady State
17033517423,2026-01-13 19:43:33,Evening Run,Run,400 × 6,1074,192.0,27.0,activities/18127632722.fit.gz,607.0,2406.7,5.35,3.965,0.0,0.0,9.3,10.2,1.7,0.0,112.0,79.0,175.0,119.0,2407.2,,,,,,,,,,,,,,,,,,,2.241,0.0,1580.0,3.966,26.5,75,9.2,Interval
17033513397,2026-01-13 19:32:21,Evening Run,Run,Warmup,547,162.0,5.0,activities/18127628700.fit.gz,547.0,1250.0,2.914,2.285,3.1,9.1,10.2,17.4,7.2,-0.6,81.0,77.0,145.0,77.0,1240.8,,,,,,,,,,,,,,,,,,,2.285,0.0,1408.0,2.268,26.5,75,9.2,Steady State
17006877495,2026-01-11 08:12:34,Morning Run,Run,,3954,198.0,143.0,activities/18100690895.fit.gz,3704.0,10006.4,4.45,2.702,26.4,26.3,10.4,18.9,3.3,0.0,81.0,76.0,171.0,646.0,10029.4,,,,,,,,,,,,,,,,,,,2.531,1584.3,9400.0,2.708,23.4,84,10.8,Steady State
16978248216,2026-01-08 17:20:34,Afternoon Run,Run,,1842,170.0,34.0,activities/18071807011.fit.gz,1801.0,4263.1,3.65,2.367,16.2,17.4,9.3,17.8,12.0,-0.1,80.0,77.0,155.0,280.0,4278.2,,,,,,,,,,,,,,,,,,,2.314,0.0,4598.0,2.375,27.3,76,14.8,Steady State
16951150744,2026-01-06 07:30:35,Morning Run,Run,,3940,190.0,139.0,activities/18044462396.fit.gz,3814.0,10007.8,3.514,2.624,20.8,25.5,10.1,18.6,3.0,-0.1,82.0,77.0,170.0,651.0,10014.8,,,,,,,,,,,,,,,,,,,2.54,1678.5,9764.0,2.626,24.0,92,8.9,Steady State
16934799456,2026-01-04 20:38:33,Evening Run,Run,,1805,164.0,30.0,activities/18027936696.fit.gz,1801.0,4230.9,3.463,2.349,18.6,18.0,12.9,19.7,8.7,0.1,79.0,77.0,151.0,262.0,4250.0,,,,,,,,,,,,,,,,,,,2.344,0.0,4598.0,2.36,25.0,86,6.8,Steady State
16902346151,2026-01-01 20:15:21,Evening Run,Run,600 × 5,1184,195.0,42.0,activities/17995061516.fit.gz,852.0,3005.6,4.96,3.528,0.0,0.0,9.3,10.2,0.8,0.0,113.0,77.0,178.0,162.0,3006.4,,,,,,,,,,,,,,,,,,,2.539,0.0,2154.0,3.529,25.7,87,8.0,Steady State
16902346200,2026-01-01 20:03:54,Evening Run,Run,Warmup,586,157.0,5.0,activities/17995061404.fit.gz,562.0,1346.4,3.037,2.396,3.1,9.9,10.2,18.0,2.7,-0.6,80.0,77.0,143.0,80.0,1332.2,,,,,,,,,,,,,,,,,,,2.298,0.0,1436.0,2.37,25.7,87,8.0,Steady State
16883309445,2025-12-30 20:23:37,Evening Run,Run,,1201,169.0,26.0,activities/17975700962.fit.gz,1196.0,3116.0,3.857,2.605,20.5,25.0,11.0,20.3,11.1,-0.1,79.0,77.0,156.0,192.0,3141.5,,,,,,,,,,,,,,,,,,,2.595,0.0,3056.0,2.627,26.0,76,8.9,Steady State
16853162077,2025-12-27 19:18:56,Evening Run,Run,,1593,187.0,59.0,activities/17945039428.fit.gz,1584.0,4337.3,3.456,2.738,15.8,19.6,9.3,22.0,3.8,-0.1,79.0,76.0,170.0,274.0,4345.8,,,,,,,,,,,,,,,,,,,2.723,0.0,3988.0,2.744,,,,Steady State
16810764885,"Dec 22, 2025, 12:44:11 PM",Evening Run,Run,,1803,161.0,21.0,activities/17901971217.fit.gz,1803.0,3787.4,2.173,2.101,0.0,0.0,0.0,0.0,0.0,0.0,80.0,77.0,146.0,261.0,3787.4,,,,,,,,,,,,,,,,,,,2.101,0.0,4610.0,,,,,Steady State
16775888155,2025-12-18 17:59:58,Afternoon Run,Run,,700,197.0,42.0,activities/17866581725.fit.gz,700.0,2509.8,5.5,3.585,0.0,0.0,18.5,20.3,0.9,0.0,83.0,78.0,185.0,139.0,2511.8,,,,,,,,,,,,,,,,,,,3.585,0.0,1802.0,3.588,27.7,75,12.9,Steady State
16775883363,2025-12-17 17:32:16,Afternoon Run,Run,,903,154.0,7.0,activities/17866576993.fit.gz,885.0,2008.9,5.033,2.27,8.8,11.9,11.0,20.1,22.2,-0.1,80.0,78.0,141.0,125.0,2040.8,,,,,,,,,,,,,,,,,,,2.225,0.0,2316.0,2.306,,,,Steady State
16747163009,2025-12-15 17:51:03,Afternoon Run,Run,400 × 6,1185,185.0,22.0,activities/17837574045.fit.gz,650.0,2400.0,4.971,3.692,0.0,0.0,9.3,10.2,0.9,0.0,117.0,79.0,168.0,116.0,2399.5,,,,,,,,,,,,,,,,,,,2.025,0.0,1676.0,3.692,,,,Interval
16747163011,2025-12-15 17:38:37,Afternoon Run,Run,Warmup,611,152.0,2.0,activities/17837574125.fit.gz,593.0,1317.4,3.485,2.222,3.1,10.0,10.2,18.0,3.5,-0.6,80.0,78.0,134.0,76.0,1303.4,,,,,,,,,,,,,,,,,,,2.156,0.0,1522.0,2.198,,,,Steady State
16728954357,2025-12-13 17:39:06,Afternoon Run,Run,,2409,181.0,59.0,activities/17819096466.fit.gz,2247.0,6208.0,5.2,2.763,35.1,47.2,9.2,29.5,18.2,-0.2,82.0,78.0,162.0,374.0,6285.1,,,,,,,,,,,,,,,,,,,2.577,185.6,5786.0,2.797,,,,Steady State
16699655691,2025-12-10 08:42:26,Morning Run,Run,300 × 8 hills,2293,189.0,15.0,activities/17789415334.fit.gz,654.0,2403.1,5.34,3.674,64.8,59.3,25.3,37.0,8.5,0.4,110.0,79.0,160.0,121.0,2693.6,,,,,,,,,,,,,,,,,,,1.048,5.7,1694.0,4.119,,,,Interval
16699655685,2025-12-10 08:33:54,Morning Run,Run,Warmup,449,156.0,4.0,activities/17789415330.fit.gz,449.0,1003.5,2.686,2.235,11.5,11.8,25.3,38.0,7.7,0.0,80.0,77.0,144.0,61.0,1025.3,,,,,,,,,,,,,,,,,,,2.235,380.4,1148.0,2.284,,,,Steady State
16673243285,2025-12-07 17:41:03,Afternoon Run,Run,,1228,168.0,24.0,activities/17762632295.fit.gz,1200.0,2931.2,8.8,2.443,2.3,102.0,10.7,22.0,20.4,-0.2,80.0,77.0,156.0,185.0,2951.9,,,,,,,,,,,,,,,,,,,2.387,0.0,3060.0,2.46,,,,Steady State
16664274086,2025-12-06 17:41:14,Afternoon Run,Run,Casual zone 5 run ,1558,205.0,88.0,activities/17753495193.fit.gz,1558.0,5004.1,4.41,3.212,0.0,197.0,11.7,12.4,0.9,0.0,81.0,76.0,185.0,309.0,5005.9,,,,,,,,,,,,,,,,,,,3.212,0.0,3950.0,3.213,,,,Steady State
16626433265,2025-12-02 17:15:58,Afternoon Run,Run,,1802,169.0,38.0,activities/17715108844.fit.gz,1741.0,4052.1,2.917,2.327,7.1,174.0,9.2,22.0,9.4,-0.2,84.0,76.0,157.0,278.0,4047.2,,,,,,,,,,,,,,,,,,,2.249,0.0,4542.0,2.325,,,,Steady State
16608579649,2025-11-30 18:22:09,Evening Run,Run,,2764,176.0,66.0,activities/17696964524.fit.gz,2702.0,6008.5,3.042,2.224,15.3,141.0,9.2,18.4,3.7,0.0,89.0,77.0,160.0,403.0,6021.8,,,,,,,,,,,,,,,,,,,2.174,0.0,6872.0,2.229,28.3,74,6.9,Steady State
16570180245,2025-11-26 17:09:15,Afternoon Run,Run,,2433,179.0,59.0,activities/17657843442.fit.gz,2401.0,5580.9,3.46,2.324,15.8,181.0,9.2,18.1,12.0,0.0,115.0,77.0,160.0,373.0,5596.6,,,,,,,,,,,,,,,,,,,2.294,0.0,6120.0,2.331,30.5,63,8.4,Steady State
16523896740,2025-11-21 18:00:40,Evening Run,Run,,1803,166.0,35.0,activities/17610888799.fit.gz,1802.0,4303.5,4.22,2.388,17.7,207.0,9.2,20.2,13.6,0.0,79.0,77.0,154.0,275.0,4332.4,,,,,,,,,,,,,,,,,,,2.387,0.0,4582.0,2.404,29.5,71,4.9,Steady State
16483081353,2025-11-17 17:58:42,Afternoon Run,Run,,1922,172.0,33.0,activities/17569752778.fit.gz,1800.0,4248.4,4.443,2.36,14.3,227.0,11.8,19.7,2.8,0.0,82.0,78.0,153.0,277.0,4259.7,,,,,,,,,,,,,,,,,,,2.21,0.0,4608.0,2.367,27.1,84,2.6,Steady State
16462952469,2025-11-15 17:43:36,Afternoon Run,Run,400 × 8,2040,198.0,37.0,activities/17549386206.fit.gz,800.0,3200.8,5.8,4.001,0.0,66.0,9.2,10.9,3.3,0.0,82.0,77.0,177.0,153.0,3201.7,,,,,,,,,,,,,,,,,,,1.569,0.0,2054.0,4.002,30.1,64,10.4,Interval
16462952509,2025-11-15 17:29:10,Afternoon Run,Run,Warmup,574,158.0,3.0,activities/17549386225.fit.gz,521.0,1279.4,3.333,2.456,3.2,33.0,10.3,17.2,5.0,-0.5,79.0,77.0,137.0,74.0,1267.9,,,,,,,,,,,,,,,,,,,2.229,0.0,1334.0,2.434,30.1,64,10.4,Steady State
16445863008,2025-11-13 21:20:10,Night Run,Run,,1900,159.0,16.0,activities/17532162406.fit.gz,1801.0,3885.6,3.19,2.157,13.1,214.0,13.0,19.7,2.8,-0.1,80.0,76.0,141.0,238.0,3883.2,,,,,,,,,,,,,,,,,,,2.045,0.0,4550.0,2.156,24.8,94,4.8,Steady State
16393581987,2025-11-08 20:51:12,Evening Run,Run,,1830,148.0,10.0,activities/17479473902.fit.gz,1814.0,3827.7,4.1,2.11,13.0,217.0,13.0,19.7,2.5,-0.1,79.0,76.0,141.0,231.0,3826.2,,,,,,,,,,,,,,,,,,,2.092,0.0,4576.0,2.109,28.3,74,4.0,Steady State
16363463625,2025-11-05 21:21:33,Night Run,Run,,2401,164.0,21.0,activities/17449138064.fit.gz,2333.0,4793.8,3.017,2.055,15.3,179.0,9.2,18.6,10.3,0.0,89.0,76.0,145.0,304.0,4812.5,,,,,,,,,,,,,,,,,,,1.997,0.0,6026.0,2.063,26.9,89,5.2,Steady State
16321485466,2025-11-01 21:11:44,Night Run,Run,Jialat,703,196.0,33.0,activities/17406583585.fit.gz,700.0,2406.2,5.48,3.437,6.5,114.0,13.1,19.6,2.4,-0.1,84.0,76.0,177.0,128.0,2402.0,,,,,,,,,,,,,,,,,,,3.423,0.0,1770.0,3.431,,,,Steady State
16300676682,2025-10-30 17:38:54,Afternoon Run,Run,,2404,166.0,35.0,activities/17385535583.fit.gz,2351.0,5190.4,3.657,2.208,17.2,182.0,9.2,18.0,8.6,0.0,94.0,78.0,149.0,336.0,5210.9,,,,,,,,,,,,,,,,,,,2.159,0.0,6158.0,2.216,,,,Steady State
16250541642,2025-10-25 18:19:24,Evening Run,Run,400 × 6,1326,188.0,25.0,activities/17334871415.fit.gz,617.0,2403.2,5.38,3.895,0.0,32.0,9.2,10.8,1.9,0.0,84.0,79.0,174.0,116.0,2403.3,,,,,,,,,,,,,,,,,,,1.812,0.0,1598.0,3.895,,,,Interval
16250541711,2025-10-25 18:04:57,Evening Run,Run,Warmup,784,155.0,4.0,activities/17334871414.fit.gz,748.0,1630.7,2.962,2.18,0.0,116.0,10.3,22.0,8.0,-0.7,94.0,78.0,138.0,102.0,1617.7,,,,,,,,,,,,,,,,,,,2.08,0.0,2024.0,2.163,,,,Steady State
16217463249,2025-10-22 08:44:41,Morning Run,Run,,1801,163.0,15.0,activities/17301555318.fit.gz,1800.0,3813.0,2.622,2.118,43.7,90.0,25.3,38.1,7.3,0.0,81.0,76.0,144.0,240.0,3883.8,,,,,,,,,,,,,,,,,,,2.117,1122.7,4530.0,2.158,,,,Steady State
16175332598,2025-10-18 09:01:11,Morning Run,Run,,2102,162.0,27.0,activities/17259034053.fit.gz,2078.0,4622.9,2.9,2.225,15.4,127.0,9.2,18.6,9.0,0.0,96.0,77.0,148.0,294.0,4636.6,,,,,,,,,,,,,,,,,,,2.199,0.0,5376.0,2.231,,,,Steady State
16136052252,2025-10-14 18:10:18,Evening Run,Run,,2124,161.0,18.0,activities/17219430338.fit.gz,2100.0,4736.5,4.111,2.255,19.9,162.0,9.2,19.5,6.5,-0.1,88.0,78.0,145.0,296.0,4755.1,,,,,,,,,,,,,,,,,,,2.23,0.0,5384.0,2.264,,,,Steady State
16093881282,2025-10-10 17:38:46,Afternoon Run,Run,,2194,171.0,39.0,activities/17176741932.fit.gz,2100.0,4960.4,4.04,2.362,13.0,153.0,9.2,17.9,7.5,-0.1,100.0,78.0,155.0,325.0,4962.6,,,,,,,,,,,,,,,,,,,2.261,0.0,5444.0,2.363,,,,Steady State
16061243592,2025-10-07 18:08:35,Evening Run,Run,,1863,169.0,35.0,activities/17143797418.fit.gz,1801.0,4491.7,3.617,2.494,11.9,111.0,9.2,16.4,3.2,0.0,86.0,78.0,156.0,289.0,4500.3,,,,,,,,,,,,,,,,,,,2.411,0.0,4640.0,2.499,,,,Steady State
16028699425,2025-10-04 17:27:51,Afternoon Run,Run,,4591,174.0,96.0,activities/17110824103.fit.gz,4426.0,9996.1,3.475,2.258,20.8,276.0,10.3,18.8,3.2,0.0,81.0,78.0,158.0,639.0,10005.7,,,,,,,,,,,,,,,,,,,2.177,1188.7,11404.0,2.261,31.0,56,6.8,Steady State
15998662807,2025-10-01 21:34:04,Night Run,Run,Jialat,728,191.0,23.0,activities/17080389137.fit.gz,728.0,2402.5,5.129,3.3,6.5,76.0,13.0,19.7,2.6,-0.2,82.0,76.0,167.0,131.0,2396.9,,,,,,,,,,,,,,,,,,,3.3,0.0,1838.0,3.292,24.6,94,5.0,Steady State
15938375554,2025-09-26 09:52:09,Morning Run,Run,,1801,171.0,37.0,activities/17018932400.fit.gz,1774.0,4196.4,5.04,2.366,43.6,203.0,11.3,22.0,9.5,-0.1,81.0,77.0,156.0,272.0,4298.9,,,,,,,,,,,,,,,,,,,2.33,0.0,4600.0,2.423,28.8,81,2.7,Steady State
15930202456,2025-09-25 17:58:19,Afternoon Run,Run,,1204,159.0,6.0,activities/17010607259.fit.gz,1204.0,2729.0,3.1,2.267,12.9,121.0,12.3,19.5,5.3,-0.2,80.0,77.0,137.0,163.0,2733.8,,,,,,,,,,,,,,,,,,,2.267,0.0,3080.0,2.271,31.2,61,3.7,Steady State
15874297067,2025-09-20 17:34:52,Afternoon Run,Run,25 by eoy?,1587,202.0,73.0,activities/16953227877.fit.gz,1587.0,5006.5,5.04,3.155,0.0,116.0,11.7,12.4,0.9,0.0,81.0,77.0,178.0,301.0,5009.0,,,,,,,,,,,,,,,,,,,3.155,0.0,4040.0,3.156,30.9,60,5.1,Steady State
15852532402,2025-09-18 18:07:40,Evening Run,Run,,2173,170.0,41.0,activities/16930901830.fit.gz,2101.0,4933.8,4.1,2.348,15.5,162.0,9.2,17.6,7.9,-0.1,95.0,78.0,155.0,317.0,4942.6,,,,,,,,,,,,,,,,,,,2.271,0.0,5420.0,2.352,28.7,78,8.3,Steady State
15828946476,2025-09-16 18:05:26,Evening Run,Run,,1845,176.0,44.0,activities/16906720015.fit.gz,1801.0,4343.3,3.64,2.412,14.0,112.0,9.2,20.6,6.2,-0.1,80.0,76.0,161.0,285.0,4351.8,,,,,,,,,,,,,,,,,,,2.354,0.0,4576.0,2.416,28.9,72,6.9,Steady State
15795541390,2025-09-13 17:53:05,Afternoon Run,Run,,2229,167.0,33.0,activities/16871830378.fit.gz,2177.0,4904.9,3.186,2.253,14.5,147.0,9.2,18.7,6.5,0.0,96.0,77.0,151.0,317.0,4922.4,,,,,,,,,,,,,,,,,,,2.2,0.0,5566.0,2.261,29.0,64,7.5,Steady State
15770714915,2025-09-11 09:23:36,Morning Run,Run,400 × 6,1695,189.0,22.0,activities/16845508279.fit.gz,597.0,2406.9,5.16,4.032,6.8,40.0,9.4,16.5,15.5,0.2,106.0,78.0,171.0,112.0,2419.9,,,,,,,,,,,,,,,,,,,1.42,0.0,1572.0,4.053,26.8,86,1.7,Interval
15770714895,2025-09-11 09:08:47,Morning Run,Run,,732,160.0,6.0,activities/16845508306.fit.gz,732.0,1628.0,2.963,2.224,3.3,74.0,11.0,18.7,5.1,-0.4,102.0,77.0,143.0,100.0,1615.9,,,,,,,,,,,,,,,,,,,2.224,0.0,1868.0,2.208,,,,Steady State
15758810263,2025-09-08 20:28:55,Evening Run,Run,,1206,152.0,9.0,activities/16832938982.fit.gz,1202.0,2615.0,4.083,2.176,11.3,141.0,12.5,19.8,9.4,-0.1,81.0,77.0,144.0,169.0,2630.0,,,,,,,,,,,,,,,,,,,2.168,284.8,3060.0,2.188,,,,Steady State
15715933882,2025-09-06 18:53:28,Evening Run,Run,Testing interval routes,1174,174.0,6.0,activities/16787623276.fit.gz,381.0,1605.8,8.68,4.215,15.5,89.0,12.5,20.0,42.1,0.0,86.0,80.0,155.0,62.0,1652.9,,,,,,,,,,,,,,,,,,,1.368,0.0,1002.0,4.338,,,,Interval
15667282205,2025-09-02 13:14:07,Afternoon Run,Run,,5300,169.0,96.0,activities/16734752781.fit.gz,5196.0,11004.1,3.8,2.118,28.1,215.0,9.4,18.8,3.7,0.0,81.0,78.0,154.0,696.0,11019.0,,,,,,,,,,,,,,,,,,,2.076,1376.4,13440.0,2.121,,,,Steady State
15614104120,2025-08-28 17:33:28,Afternoon Run,Run,,2508,162.0,28.0,activities/16676632900.fit.gz,2404.0,5633.0,3.15,2.343,8.6,131.0,8.8,18.4,4.4,-0.1,80.0,77.0,147.0,346.0,5639.2,,,,,,,,,,,,,,,,,,,2.246,362.6,6160.0,2.346,30.5,65,7.4,Steady State
15580319752,2025-08-25 19:17:40,Evening Run,Run,Xc 500 × 10 ,2486,197.0,71.0,activities/16640550634.fit.gz,1318.0,4842.5,4.5,3.674,158.8,57.0,11.1,32.3,21.5,-0.1,101.0,76.0,183.0,264.0,5746.9,,,,,,,,,,,,,,,,,,,1.948,0.0,3254.0,4.36,,,,Interval
15544767811,2025-08-22 17:12:45,Afternoon Run,Run,,2181,175.0,44.0,activities/16601361079.fit.gz,2100.0,4825.2,3.614,2.298,10.3,131.0,9.4,18.8,8.7,-0.1,90.0,78.0,157.0,323.0,4827.7,,,,,,,,,,,,,,,,,,,2.212,0.0,5386.0,2.299,31.8,54,8.3,Steady State
15500070623,2025-08-18 19:19:12,Evening Run,Run,Xc 400 × 10,1997,194.0,49.0,activities/16553161740.fit.gz,1066.0,4237.5,5.06,3.975,122.8,41.0,8.0,30.8,47.1,-0.2,86.0,78.0,177.0,202.0,4972.8,,,,,,,,,,,,,,,,,,,2.122,0.0,2804.0,4.665,,,,Interval
15454101944,2025-08-14 17:03:26,Afternoon Run,Run,,2484,167.0,47.0,activities/16503925076.fit.gz,2400.0,5521.7,3.029,2.301,19.2,175.0,9.4,19.7,6.8,0.0,104.0,78.0,155.0,358.0,5543.7,,,,,,,,,,,,,,,,,,,2.223,0.0,6232.0,2.31,,,,Steady State
15430668143,2025-08-12 17:11:57,Afternoon Run,Run,,1205,161.0,15.0,activities/16478912986.fit.gz,1205.0,2724.5,3.343,2.261,21.0,140.0,13.0,25.2,5.1,0.2,80.0,78.0,149.0,175.0,2766.3,,,,,,,,,,,,,,,,,,,2.261,0.0,3104.0,2.296,,,,Steady State
15409012198,2025-08-10 17:43:45,Afternoon Run,Run,Kena blocked every 30 seconds,1660,201.0,88.0,activities/16455716807.fit.gz,1660.0,5053.0,4.037,3.044,0.0,150.0,11.7,12.4,1.0,0.0,79.0,75.0,183.0,320.0,5055.6,,,,,,,,,,,,,,,,,,,3.044,0.0,4160.0,3.046,28.6,73,4.5,Steady State
15383313092,2025-08-08 09:41:17,Morning Run,Run,,2118,182.0,64.0,activities/16428193369.fit.gz,2104.0,4890.0,4.0,2.324,14.2,131.0,9.4,20.2,13.4,0.0,89.0,78.0,167.0,344.0,4911.3,,,,,,,,,,,,,,,,,,,2.309,0.0,5414.0,2.334,27.1,93,0.8,Steady State
15347461375,2025-08-05 09:09:25,Morning Run,Run,,2212,166.0,34.0,activities/16389983189.fit.gz,2100.0,4621.1,7.96,2.201,15.0,149.0,9.4,21.5,12.0,0.0,82.0,79.0,152.0,311.0,4650.4,,,,,,,,,,,,,,,,,,,2.089,0.0,5450.0,2.214,23.8,98,1.1,Steady State
15325446086,2025-08-03 09:38:09,Morning Run,Run,~280 × 8,1639,179.0,9.0,activities/16366387553.fit.gz,577.0,2168.0,5.42,3.757,33.4,201.0,9.3,19.8,12.8,-0.1,86.0,80.0,153.0,92.0,2312.8,,,,,,,,,,,,,,,,,,,1.323,0.0,1488.0,4.008,,,,Interval
15304024091,2025-08-01 09:42:23,Morning Run,Run,Laze,1206,171.0,22.0,activities/16343401301.fit.gz,1206.0,2881.5,3.0,2.389,22.2,75.0,24.0,37.8,7.1,-0.4,79.0,77.0,155.0,189.0,2894.6,,,,,,,,,,,,,,,,,,,2.389,1134.9,3080.0,2.4,,,,Steady State
15272735339,2025-07-29 18:02:50,Evening Run,Run,,2197,168.0,39.0,activities/16310104456.fit.gz,2103.0,4691.6,3.079,2.23,13.8,195.0,9.4,18.0,8.1,-0.1,104.0,77.0,154.0,313.0,4695.5,,,,,,,,,,,,,,,,,,,2.135,0.0,5388.0,2.233,,,,Steady State
15248089360,2025-07-27 09:50:09,Morning Run,Run,,1849,174.0,40.0,activities/16283731991.fit.gz,1802.0,4180.0,3.891,2.32,19.9,147.0,9.4,25.4,22.3,0.0,79.0,77.0,158.0,273.0,4221.3,,,,,,,,,,,,,,,,,,,2.261,0.0,4612.0,2.343,,,,Steady State
15219642425,2025-07-24 18:12:58,Evening Run,Run,,1673,199.0,90.0,activities/16253234714.fit.gz,1673.0,5004.6,3.434,2.991,3.4,164.0,11.7,15.3,3.0,0.0,80.0,75.0,183.0,324.0,5010.4,,,,,,,,,,,,,,,,,,,2.991,0.0,4200.0,2.995,30.3,68,8.6,Steady State
15196161360,2025-07-22 18:14:23,Evening Run,Run,"350 × 4 hills
Fried after lap 2",1080,193.0,16.0,activities/16228153733.fit.gz,351.0,1408.5,4.936,4.006,38.5,14.0,25.2,37.4,11.5,0.9,85.0,75.0,177.0,68.0,1590.0,,,,,,,,,,,,,,,,,,,1.304,0.0,908.0,4.53,28.3,75,7.1,Interval
15175102355,2025-07-20 18:14:47,Evening Run,Run,,1801,172.0,36.0,activities/16205061066.fit.gz,1801.0,3886.4,3.32,2.158,45.7,105.0,25.3,37.8,6.3,0.1,80.0,73.0,156.0,266.0,3954.7,,,,,,,,,,,,,,,,,,,2.158,1236.5,4344.0,2.196,30.1,64,9.6,Steady State
